id,title,default_price,default_unite
6643,LUMINAIRE LED 50W 4750L BRILLANT,550,Unité
6644,FENETRE DE FACADE POUR EVACUATION DU FUMEES AVEC BOBINE ELECTRIQUE 1 M2,8160,Unité
6645,CAPOT DE PLINTHE EN 5.9M NAT,130,Unité
6646,MENEAU / TRAVERSE 180mm EN 6.3m NAT,1580,Unité
6647,BARRE D APPUI RELEVABLE EN NYLON/SS 60CM 35,658.33,Pièce
6648,BARRE DE MAINTIEN COUDEE EN NYLON/SS 45*45CM 35,433.33,Pièce
6649,BARRE DE MAINTIEN EN NYLON/SS 600MM 35,208.33,Pièce
6650,نقص 13 فوكادر,40,Unité
6651,تب 7 70*40 البلافون,600,ENS
6652,الخدمة 1 الباب الكرياج 2.00*1.00,600,ENS
6653,الخدمة 3 كرياج شرجم,200,Pièce
6654,لابياج كوب ليزر,140,M-Mètre
6655,الكردكور انوكس,300,M-Mètre
6656,الغانجو الباب,200,ENS
6657,سدور البوملات + لاكاش بيبان العود,90,Pièce
6658,الخدمة 1 باب البئر 60*60,200,Pièce
6659,السلعة الدروكري,4522,ENS
6660,PORTES EN BOIS COUP FEU 1/2H STARATIFIE HPL CHENE DE DIM 1000*2200,5780,Pièce
6661,40L HUILE 40W,1513,ENS
6662,SABLE TISSINT ,70000,ENS
6663,LOCATION PLCLIN + SABLE AKKA,42000,ENS
6664,PORTE HYGIENIQUE HUISSERIE ALUMINIUM FINITION POLYREY DIM 110/220,5300,Pièce
6665,SWISS CDF REV U190 PE NOIR 2800X2070X12.4,2683.33,Pièce
6666,TUBE BONDE MOSSE,45.83,Unité
6667,CRAPODINE,8.33333,Unité
6668,DISJONCTEUR 3X25A,116.67,Unité
6669,CABLE SV 3X2.5,12.08,M-Mètre
6670,TUBE PEHD 40 PN16,12.08,M-Mètre
6671,RACCO PEHD 40M,19.17,Unité
6672,BORNE AVEC LAMPE LED E27/9W/4000K/IP44,229.5,Pièce
6673,TOLE ALU BESTBOND BS 68 150*400,1125,Pièce
6674,TUBE RECTANGULAIRE GALVANISE 40X20 EN 6ML,112.5,BARRE
6675,REMISE GLOBAL,1416.67,Pièce
6676,Baie de sonorisation,215600,ENS
6677,"Ensemble de contrôle d'ambiance",25480,ENS
6678,Haut-parleur plafonnier 6w,842.8,Unité
6679,Haut-parleur plafonnier 10w,970.2,Unité
6680,Haut-parleur plafonnier 30w,2058,Unité
6681,Colonne son 60W,6370,Unité
6682,Projecteur de son,1617,Unité
6683,"Pupitre d'embarquement",6860,Unité
6684,Amplificateur 2 lignes,23324,Unité
6685,Poste de programmation et supervision,85260,ENS
6686,CENTRALE SSI,20580,Unité
6687,Centralisateur de mise en Sécurité Incendie,57820,Unité
6688,Détecteur optique de fumée,509.6,Unité
6689,Détecteur thermo vélocimétrique,519.4,Unité
6690,Détecteur double technologie,568.4,Unité
6691,Détecteur linéaire de fumée,9016,Unité
6692,Déclencheur manuel,558.6,Unité
6693,Indicateur d’action,205.8,Unité
6694,Avertisseur lumineux et Sonore,1470,Unité
6695,Tableaux répétiteurs,10584,ENS
6696,Coffret de relayage,33320,Unité
6697,Module déporté adressable 4 lignes de télécommande,26264,ENS
6698,Poste de supervision,80360,ENS
6699,Horloge Mère,58800,ENS
6700,Antenne de synchronisation,5292,Unité
6701,Horloges à affichage analogique,5880,Unité
6702,Horloge Digitale Type 1 de taille 653 x 209 mm,5292,Unité
6703,Horloge Digitale Type 2 de taille 418 x 144 mm,3920,Unité
6704,Coffret informatique 22U,5292,Unité
6705,Switchs 24 PORTS,10780,Unité
6706,REPARTITEUR SECONDAIRE 15U,4116,Unité
6707,PANNEAU DE BRASSAGE CATEGORIE 6A S/FTP,2254,Unité
6708,JARRETIERE DUPLEX MONOMODE 9/125µM,78.4, F-FORFAIT
6709,PRISE RJ45- CAT. 6A S/FTP,215.6, F-FORFAIT
6710,CORDON DE LIAISON 3M,98,Unité
6711,CORDON DE BRASSAGE 1M,68.6,Unité
6712,CAMERA FIXE,1950.2,Unité
6713,ENREGISTREUR VIDEO,94080,ENS
6714,CACHET TRODAT N°12 REF 4913,83.3333,Unité
6715,CENTRALE A BETON OCCASION MARQUE ELEKON,800000,ENS
6716,ETALONNAGE,20000,Pièce
6717,SUIVI ET FORMATION,25000,Pièce
6718,PIECES DIVERS A GALVANISE,6,Pièce
6719,93E 40KVA;WITH BACKFEED PROTECTION;MBS;AUTONOMIE:30 MIN,122000,U
6720,"Fourniture d'un bâtiment modulaire de 5mx3m selon le plan N°B53A01-2201 et les caractéristiques suivantes: -Châssis en profilé acier galvanisé  - Plafond réalisé en panneaux sandwuich type dalakite -Parois en panneaux sandwich EP 40 -Revêtement du sol en bois -Finition du sol en gerflex -01 Porte extérieure -01 Fenêtre coulissante -01 Barreau de sécurité -Eclairage fonctionnel avec luminaire LED et prises de courant",22000,Unité
6721,"Fourniture d'un bloc sanitaire de 1.2mx1.5m selon le plan N°B1215S01-2202-23 et les caractéristiques suivantes: -Châssis en Acier galvanisé -Le plafond est réalisé en panneaux sandwich type dalakit -Parois en panneaux sanduich EP 40-Revêtement du sol en bois -Finition du sol en gerflex -01 Porte Extérieure -01 Vasistas -01 Wc anglaise -01 Lave mains avec accessoires -Eclairage fonctionnel avec luminaire LED et  prise de courant ",9500,Unité
6722,ONEE TISSINT,14513.2,ENS
6723,PANEL LED 60X60 42W 220V,350,Unité
6724,PLAFONIER SIMPLE 24W 220V COULEUR BLANC ENCASTRE ,0,
6725,SPOT LED 18W 220 ENCASTRE,0,
6726,SPOT LED ETANCHE 26W 220V ENCASTRE,0,
6727,APPLIQUE ETANCHE 24W 220V,0,
6728,CADRE ENCASTRE POUR BLOC SECOURS LEGRAND,90,Unité
6729,PRISE DE COURANT 2P+T MOSAIC,35,Unité
6730,PRISE DE COURANT 2P+T ETANCHE,35,Unité
6731,PRISE TV MOSAIC,205,Unité
6732,APPLIQUE LAVABO,450,Unité
6733,SORTE FIL,65,Unité
6734,SUPPORT 1 POSTE+CADRE MOSAIC BLANC,27.75,Unité
6735,SUPPORT 2 POSTE+CADRE MOSAIC BLANC,109,Unité
6736,SUPPORT 3 POSTE+CADRE MOSAIC BLANC,163,Unité
6737,INTERRUPTEUR SIMPLE ALLUMAGE MOSAIC BLANC,42.5,Unité
6738,INTERRUPTEUR VOLET ROULANT MOSAIC,225,Unité
6739,INTERRUPTEUR PORTE COULISSANT ,0,
6740,REGISTRE RECTANGULAIRE SEC 200*200,240,Unité
6741,REGISTRE RECTANGULAIRE SEC 800*300,740,Unité
6742,DISJONCTEUR 2P 16A,95,Unité
6743,CONTACTEUR LCI D09 220V,200,Unité
6744,RELAIS THERMIQUE LR2 D1314 7-10A,245,Unité
6745,PRESSE ETOUPE 13,1.8,Unité
6746,ENVELOPPE A4 JAUNE,1,Pièce
6747,CLE USB KIOXIA 16G,50,Pièce
6748,ACQUISITION PICK UP,206112,Pièce
6749,DISQUE LAMOUNE COUPE GRAND,15,Unité
6750,DISQUE L7AKAN LAMOUNE PETIT,16.67,Unité
6751,FIL POLYENE (1RLX=34KG),16.6667,Kg - Kilogramme
6752,Transport et grutage à votre site ZAIDA ,10000,ENS
6753,INTERRUPTEUR DOUBLE ALLUMAGE MOSAIC BLANC,100,Unité
6754,TAPIE DE SOURIS X12,8.33333,Pièce
6755,KIT DE CUIVRE 3/8 20ML,550,Unité
6756,TOTAL LISTE BL DE LIVRAISON,30452.2,ENS
6757,FER 10 10BARRS,8.08013,Kg - Kilogramme
6758,DECLARATION DU 17/04/2023 AU 17/04/2023,2192.98,ENS
6759,COFFRET INGELEC 700X500X150 METALBOX,635,Unité
6760,DISJONCTEUR HAGGER 4P 40A,0,
6761,DISJONCTEUR HAGGER 4P 25A,0,
6762,REPARTITEUR 4P 125A,80,Unité
6763,DISJONCTEUR DIFFERENTIEL 2P 16A 30MA,530,Unité
6764,BORNE SUR RAIL DIM 6mm²,3.3,Unité
6765,BORNE SUR RAIL DIM 16mm²,9.7,Unité
6766,FIL SOUPLE NOIR 1X10mm²,16.05,M-Mètre
6767,FIL SOUPLE NOIR 1X6mm²,9.4,M-Mètre
6768,DISJONCTEUR HAGGER 4P 50A,0,
6769,EMBOUT DIM 10mm²,0.4,Unité
6770,EMBOUT DIM 4mm²,0.2,Unité
6771,FIL SOUPLE NOIR 1X1.5mm²,230,Rlx - Rouleau
6772,EMBOUT DIM 6mm²,0.3,Unité
6773,RAIL OMEGA PERFOREE TROU DIM 6mm²,10,M-Mètre
6774,VIS POILIER + ECROU GALVANISE DIM 6X30,0.75,Unité
6775,MANCHON A2 (1 ROUGE -1 VERT -1 JAUNE -1 BLEU),40,PAQUET
6776,MANCHON A3 ROUGE,0.5,Unité
6777,MANCHON A3 VERT,0.5,Unité
6778,MANCHON A3 JAUNE,0.5,Unité
6779,MANCHON A3 BLEU,0.5,Unité
6780,LONGUEUR GOULOTTE DIM 40X60,27,M-Mètre
6781,LONGUEUR GOULOTTE 25X25,30,LONGUEUR
6782,BALAI POUR CHANTIER,58.33,Unité
6783,BALAI SIMPLE,16.67,Unité
6784,GARMATA,50,Unité
6785,DISJONCTEUR MAGNETOTHERMIQUE 4P 32A,192.5,Unité
6786,DISJONCTEUR DIFFERENTIEL 16A 2P 30MA TYPE SI,0,
6787,DISJONCTEUR DIFFERENTIEL 16A 2P 30MA TYPE A,510,Unité
6788,DISJONCTEUR MAGNETOTHERMIQUE 4P 40A,192.5,Unité
6789,BORNE SUR RAIL 6MM²,3.3,U
6790,PRESSE ETOUPE DIM 32,6.5,Unité
6791,PORTE PIECE DIM 22.5,220,Unité
6792,VISS AUTOPERCEUSE 25MM,0.25,Unité
6793,VISS AUTOPERCEUSE 30MM,0.29,Unité
6794,VISS SPAX 5X60,0.29166,Unité
6795,VISS SPAX 5X70,0.25,Unité
6796,VISS SPAX 5X80,0.208333,U
6797,FORRET SDS N°8,20.83,Unité
6798,FORRET SDS N°7,16.67,Unité
6799,POUDRE CORDEX,20.83,Kg - Kilogramme
6800,Bloc secours 70 lms 661601 ,300,Unité
6801,Bloc secours 350 lms 661607,600,Unité
6802,chauffe eau 30 litre junker,1150,Unité
6803,ENDUIT STOP  5KG,100,SEAU 
6804,BACHPOR  5KG,208.33,SEAU 
6805,VERNIS 108 ASTRAL 5KG,270.83,SEAU 
6806,VERNIS CELLULOSIQUE ATLAS  5KG,166.667,SEAU 
6807,COUDE ET TRANSFORMATION RECTANGULAIRE DOUBLE PEAU,453.75,M2 
6808,FILTRE MEDIA PLISSE SEC 540*500 EP 50,377,Unité
6809,FILTRE MEDIA PLISSE SEC 650*690 EP 20,438,Unité
6810,FILTRE MEDIA PLISSE SEC 400*625 EP 20,237,Unité
6811,REGISTRE RECTANGULAIRE SEC 600*250,680,U
6812,PROFIL GALVA 30,25,ML
6813,ANGLE GALVANISE 30,10,ML
6814,IPHONE 14 PRO MAX 256GB SPACE BLACK APPLE,15408.3,Unité
6815,"MACBOOK PRO MNEP3FN M2 256GB SSD SILVER 13"" APPLE",15661.1,Unité
6816,ESPRESSO ESSENZA MINI BLACK 1 NESPRESSO,1666.67,Unité
6817,CLIMATISEUR MURAL 9000 BTU INVERTER R410A CARRIER,3542,Unité
6818,CLIMATISEUR MURAL 12000 BTU INVERTER R410A CARRIER,4035,Unité
6819,CLIMATISEUR MURAL 18000 BTU INVERTER R410A CARRIER,5515,Unité
6820,CLIMATISEUR CASSETTE 18000 BTU INVERTER R410A CARRIER,8286,Unité
6821,CLIMATISEUR CASSETTE 24000 BTU INVERTER R410A CARRIER,10352,Unité
6822,Pelles + Manche,0,
6823,Pioches + Manche,0,
6824,Cable électrique 4X25 ALU,0,
6825,Cable 2*1.5,0,
6826,Joint de dilatation type AS246 O50 H26,375,ML
6827,"Tuyau d'Arrosage",8.33333,M-Mètre
6828,Tuyau polyéthylène 40 avec 5 manchon 16b,0,
6829,BORNE SUR RAIL DE TERRE DIM 6MM²,20,Unité
6830,BORNE SUR RAIL DE TERRE DIM 16MM²,32.5,Unité
6831,CAMION GOULMIMA,3500,ENS
6832,PLAFONIER SIMPLE 24W 220V,80,Unité
6833,PRISE 3P+N+T MOSAIC,310,Unité
6834,INTERRUPTEUR A SERRURE POUR PORTE COLISSANTE,0,
6835,COSSE A GRIFFE ,22,Unité
6836,SERRE FIL DE CUIVRE NU (ECHAPPE),9,Unité
6837,INTERRUPTEUR LAMPE LAVABO,0,
6838,BORNE A PATE DIM 70,20,Unité
6839,RECEPISSE DE PAIEMENT MOIS AVRIL 2023,3849.38,M- MOIS
6840,COFFRET METALBOX 900*700*320 ING,1130,U
6841,LONGUEUR RAIL OMEGA PERFOREE 15MM,65,M-Mètre
6842,M.GOULOTTE PERFORE 40X60 HAGER,27,U
6843,COSSE A SERTIR DIAM 70MM²,7,U
6844,RACCORD A GRIFFE 10-50MM²,22,U
6845,"PEIGNE D'ALIMENTATION UNIPOLAIRE 13 MODULES",15,U
6846,GENDARME,100,ENS
6847,TRAVAUX TATA,693000,ENS
6848,TOTAL DES FRAIS TRAVAUX,322776,ENS
6849,RIA DN 25-30M GROUPO DE INCENDIEOS,3083.33,U
6850,Dormant avec couvre joint en 6.30m NAT,345,Unité
6851,KIT DE CUIVRE 1/4-3/8 20ML,926.35,U
6852,Traverse en 6m NAT,180,Unité
6853,Montant Latéral en 6m NAT,225,Unité
6854,Montant Central en 6m NAT,200,Unité
6855,RAIL Complémentaire en 5.9m NAT,25,Unité
6856,KIT Guide+ Etanchéité,28,Unité
6857,Roulette simple 60kg/Saphir,4.5,Unité
6858,Verrou simple sans vis avec gache NAT,28,Unité
6859,Gache à glisser M6,4,Unité
6860,INTERRUPTEUR VV PLEXO ETANCHE ENC MARFIL LEGRAND,75,Unité
6861,PLAQUE+SUPPORT ETANCHE 1P MARFIL LEGRAND,55,Unité
6862,GRILLE SIMPLE DEFLEXION SEC 200*200 AL,215,U
6863,TOTAL SEMAINE 2,12584,ENS
6864,Cable Informatique 4Paire CAT6A nexanse F/FTP 694G-OD,8.3,M-Mètre
6865,SCAN A4,0.5,Pièce
6866,DISJONCTEUR 2P 16A HAGER,130,Unité
6867,INTERRUPTEUR S AP OPTIMO LAP,20,Pièce
6868,ROULETTE METALLIQUE 50METRE,225,Pièce
6869,METRE 10M,41.67,Pièce
6870,BRISE 60X40 8011G 4.0ML,401.137,Pièce
6871,BRISE 60X40 8011G 6.5ML,651.838,Pièce
6872,FIXATION PX0620 70MM 8011G,64.13,Pièce
6873,ATTACHE DE FIXATION PX0554,88,Pièce
6874,UPAF 40X20X1.20 GALVA,57.08,BARRE
6875,POINTE ,11.67,Kg - Kilogramme
6876,TUBE CARRE 16X16X0.8,25,BARRE
6877,FIL DE FER,11.67,Kg - Kilogramme
6878,FER PLAT 16X3,23.25,BARRE
6879,TENTE EN PVC 6M/121,7916.67,Unité
6880,Montant/Travers 68mm en 6m NAT,292.6,Unité
6881,CONG CF 16 2 103L DUALCOOL BLANC,1979.17,Pièce
6882,DISJONCTEUR COMPAC CVS 4P 400A 36KA LV540309,4650,Unité
6883,COSSE A SERTIR 120MM2,18.6,Unité
6884,FCROUX COULISSANT M6,2,Unité
6885,CABLE SOUPLE 1X120MM2,170,M-Mètre
6886,BORNE JARDIN GRIS EN 60CM,200,Unité
6887,RACCLETTE DE VETRE,8.33333,Unité
6888,PLATRE GHA,33.3333,SAC 
6889,JEU LAME CUTEUR,12.5,Unité
6890,TOUVNA,54.1667,M3 - Métre Cube
6891,SPRAY PLASTIQUE,12.5,Unité
6892,SORTE FIL TICHKA,5,Unité
6893,TRANSPORT 24 M3,1666.67,Voyage
6894,SABLE DE POSE,1800,Pièce
6895,Dormant 43mm sans couvre-joint en 6m NAT serie 45,304.92,Unité
6896,WASHINGTONIA 2.5 A 3M,600,Pièce
6897,AGAVE 50 A 60CM,30,Pièce
6898,JACARANDA 2.5 A 3M,220,Pièce
6899,HIBISCUS 50 A 60CM,7,Pièce
6900,"Outdoor Bullet, 5M 20fps, H.265/H.264/MJPEG, f2.8 -12mm remote focal lens, D/N, IR 30m, WDR Pro, PoE, MicroSD/SDHC/SDXC, Working Temperature: -30Ä°C - 60Ä°C (-22Ä°F - 140Ä°F)",2837,Unité
6901,Junction Box,502,Unité
6902,H.265 2U 64-CH 8Bay NVR SANS HDD,63636,Unité
6903,4TB/64MB(6Gb/s)/IntelliPower(RPM)/SATA3,2085,Unité
6904,STADIP 5/5 CLAIR AVEC BORD POLIS,30340.6,ENS
6905,PVC 100 marque DIMATIT SERIE 1,0,
6906,PVC 110 marque DIMATIT SERIE 1,0,
6907,PVC 125 marque DIMATIT SERIE 1,0,
6908,PVC 200 marque DIMATIT SERIE 1,0,
6909,FAUX CADRE 40,58.33,BARRE
6910,TUBE CARRE 16X1,26.67,BARRE
6911,FER H 100 GALVANISE,1000,BARRE
6912,FER RONDE 16 GALVANISE,175,BARRE
6913,TUBE 70X40 GALVANISE,325,BARRE
6914,TUBE 40X27 GALVANISE,133.33,BARRE
6915,FER CARRE 16 GALVANISE,220,BARRE
6916,GALET 16,108.33,Unité
6917,TOLE 20 GALVANISE 1mX2m,491.67,BARRE
6918,FER CARRE 10 GALVANISE ,128.33,BARRE
6919,DISQUE L7AKAN MOYEN POUR LAMOUL GRAND,12.5,Unité
6920,VMC 100,0,
6921,VMC 160,0,
6922,DISJONCTEUR 4P 63A HAGGER,235,Unité
6923,DISJONCTEUR 4P 32A 300MA HAGGER,840,Unité
6924,DISJONCTEUR 4P 32A 30MA HAGGER,895,Unité
6925,COFFRET METALBOX 1200X800,1540,Unité
6926,FIL SOUPLE 16MM²,23.5,M-Mètre
6927,EMBOUT DIM 16,0.55,U
6928,BORNE SUR RAIL 25MM²,12.5,Unité
6929,BORNE SUR RAIL 4MM²,3,Unité
6930,RAIL OMEGA PERFOREE 15MM²,18,M-Mètre
6931,CONTACTEUR BATIMENT 4P ESC 440,382,Unité
6932,PLAFONNIER SIMPLE marque PHILIPS LIGHTING,58,Unité
6933,PANEL LED 60X60 marque DISANO,0,
6934,FLEXIBLE DIM 25 ISOGRIS ,1.8,M-Mètre
6935,DOUBLE PAROIS 110,715,Rlx - Rouleau
6936,DOUBLE PAROIS 50,5.5,M-Mètre
6937,TIGE FILETE DIM 8 GALVANISE,8,Unité
6938,MONTANT PROFIL,32.5,M-Mètre
6939,EGLISSE DU CHAMIN DE CABLE 63,0,
6940,Climatiseur Split 12000 btu type cassette marque carrier inviter,6916.67,U
6941,DISJONCTEUR 4P 50A HAGGER,0,
6942,DISJONCTEUR DIFF 2P 16A 30MA HAGGER,130,Unité
6943,BOUTON POUSSOIR MARCHE NOIR,50,Unité
6944,VOYANT LED 220V VERT,16,Unité
6945,BL GAZOIL,1100,ENS
6946,Plaques signalitique en Profilet galbé de Format : 23.80cmx21.00cm,220,U
6947,PVC 25,0,
6948,PANEL LED 60X60 marque PHILIPS,280,Unité
6949,PANEL LED 60X60 marque SAVIA LIGHT,275,Unité
6950,PLAFONNIER marque PHILIPS 24W,115,Unité
6951,TERFON 6/40,0.85,Unité
6952,PVC 250 ORANGE,129.167,M-Mètre
6953,COUDE PVC A90 40,3.75,Unité
6954,COUDE PVC A45 40,4.16667,Unité
6955,COUDE PVC 110 A90,25,Unité
6956,COUDE PVC 110 A45,25,Unité
6957,MANCHON CUIVRE 3X4,12.5,Unité
6958,RAIL SUSPO,41.6667,M-Mètre
6959,RONDELLE 8,0.666667,Unité
6960,CHEVILLE METALIQUE 10,1.66667,Unité
6961,REDUCTION PPR 40X32e,16.6667,Unité
6962,REDUCTION PPR 40X25,16.6667,Unité
6963,KIT TUYAUX HELIJARDIM 19MM 25 MTS,391.67,U
6964,BL TANGER,49768.3,ENS
6965,BL FAM EL HISN,60000,ENS
6966,CORDON SOUDURE GREY- ALMERIM-MOHAIR WHITE 2599 CR40/100ML,5,ML
6967,TARALAY PREMIUM CPT43 BRAZILIA ALMERIM 3734-2*20M,200,M²
6968,REMONTEE PLINTHE PVC SOUPLE R100*5MM BLANC 3ML/2430,100,BARRE
6969,PRIMAIRE BOSTIK GRIP A500 MULTI / BIDON DE 20KG ,800,BIDON
6970,COLLE ACRYLIQUE SIMPLE ENCOLLAGE SANS SOLVANT 14KG,1500,SEAU 
6971,SEUIL PLAT 40MM ADHESIF ALU INCOLORE 2.70ML/2572,300,BARRE
6972,VISSE AUTOFEROUZE 4/2.16(500P),0.333333,Unité
6973,GORGE 25 ORANGE,2.33333,M-Mètre
6974,DISQUE LAMOUL PETIT INOX,8.33333,Unité
6975,PVC 100 marque FP SERIE 1,43.3333,M-Mètre
6976,PVC 110 marque FP SERIE 1,48.3333,M-Mètre
6977,PVC 125 marque FP SERIE 1,56.6667,M-Mètre
6978,PVC 200 marque FP SERIE 1 couleur ORANGE,0,
6979,REGLETTE SANITAIRE ,215,Unité
6980,GAZOIL OUZINE MOHAMED,410,ENS
6981,NERVESCO 0.35 GALVANISE,60.8333,M²
6982,DISJONCTEUR COMPACT H3+50KA 4P 400A HAGER,5950,U
6983,DISJONCTEUR COMPACT 4P 40A 18KA FIX HAGER,820,U
6984,COFFRET METALBOX 1000*800*260 ING,1276,U
6985,REPARTITEUR JEU DE BARRE 4P 400A 11 TROUS BB 400/411,520,U
6986,LONGUEUR MONTANT PERFORE 1290,64,M-Mètre
6987,PORTE FUSIBLE 10 3X38 RT18,25,U
6988,CIMENT VRAC 45 ,1213,T-TONNE
6989,APPAREIL TEST BLOC SECOURS,1020,Unité
6990,EQUERRE 36*11,5.5,Unité
6991,LOQUETEAU P/PROFILES 4302/4305 NAT,9.24,U
6992,OUVRANT/TRAVERSE EN 6.30M NAT,380,Unité
6993,Battue 2 vantaux en 6m NAT,315,Unité
6994,Bouchon 2 vantaux,11,U
6995,Kit verrou fenêtre 2 vantaux BRZ,30,Unité
6996,FORFAIT VIDANGE HAVOLINE 10W40 5L,282.5,ENS
6997,TEX HAVOLINE 10W40 1L,60,Pièce
6998,RACCORD PPR 40 F,116.667,Unité
6999,REDUCTION GALVA 40X1,20.8333,Unité
7000,REDUCTION GALVA 1-3X4,12.5,Unité
7001,TABLO 30,41.6667,Unité
7002,LAMPE E27-18W-220V 4000K,15,Unité
7003,COULLIER EN CUIVRE 20 + VIS,1.5,Unité
7004,BORNE DE TERRE POUR COFFRET ELECTRIQUE,10,Unité
7005,Coffret informatique 22 U,4800,Unité
7006,Panneau de brassage 24P cat6a,1360,Unité
7007,Switch gigabit poe 24P,0,
7008,Passe câble,66.6666,Unité
7009,Fiches rj45 cat6a,23,Unité
7010,ENSIGNE 4M/80 FOREX 2CM ET PLIXI,7500,U
7011,LOGO EN PLIXI 80/80 CM,500,U
7012,ADHEZIF MATH AVEC POSE 14M,75,U
7013,CABLE ARME 4X240,0,
7014,COFFRET 2 FIL MEDINA 14X51 OGE 257407,160,Unité
7015,COFFRET 4 FIL TOUBKAL 22X58 OGF 256448,270,Unité
7016,BOITE DE BRANCHEMENT PM NOVINTER OGF 255800,155,Unité
7017,REPARTITEUR 4P 125A 6 MOD BR125/46 ,59.5,Unité
7018,PORTE FUSIBLE 1P 10X38 HAGGER,32,Unité
7019,TOTAL BL AKKA,92500,ENS
7020,TOTAL BL TISSINT,67000,ENS
7021,TOTAL BL FAM ELHISN,456.033,ENS
7022,CABLE CUIVRE RO2V 4X70,394,M-Mètre
7023,CABLE TERRE 1X50,68,M-Mètre
7024,DISJONCTEUR 250A HAGGER COMPACT,2450,Unité
7025,DISJONCTEUR 160A HAGGER COMPACT,980,Unité
7026,MUGLA WHITE MARBLE 120X33X2CM,248,M-Mètre
7027,NIVEAU OPTIQUE BOSCH GOL 32G PROFESSIONEL,2387.5,Pièce
7028,MEULEUSE ANGULAIRE BOSCH 2200W - GWS 2200,1004.17,Pièce
7029,POSTE DE SOUDUR INVERTER 220V/50H7 5KVA 30-160A 1.6-5MM CROWN CT33099,1875,Pièce
7030,TRAVAUX ET POSE DE GRILLE SUR MURET EN TUBE DE 70X40 ET TUBE DE 40X27,709.22,ML
7031,FER ROND 13,0,
7032,SILICONE GRIS,26.6744,Unité
7033,COUPE VERRE JOBO N100,16.6667,Unité
7034,AFRIFLEX 30PY 189 ARD,363.333,Rlx - Rouleau
7035,AFRIFLEX 30PY 180FF,330.833,Rlx - Rouleau
7036,ISOLATION LAINE DE ROCHE,0,
7037,POSE GRANIT,130,M²
7038,POSE CARRELAGE,60,M²
7039,COUDE PPR 32 A90,0,
7040,ARMAFLEX 9X35,12.5,M-Mètre
7041,ARMAFLEX 9X28,6.66667,M-Mètre
7042,RACCORD LIBRE 1/2 16 PG 7359G,12.5,Unité
7043,ACHAT FIAT,125000,ENS
7044,ARMOIRE METALBOX 1800X800X500,4320,Unité
7045,ECROU COULISSE DIM 5+VISSE 5,0.7,Unité
7046,FIL SOUPLE 25MM²,38,M-Mètre
7047,DISJONCTEUR 4P 80A COMPACT,1535,Unité
7048,FUSIBLE CARTOUCHE 4A 10X38,2,Unité
7049,CENTRALE DE MESURE ,1880,Unité
7050,TC 80/5,85,Unité
7051,DISJONCTEUR MOTEUR GV2 M20 13-18,500,Unité
7052,BLOC AUXILLIAIRE POUR DISJONCTEUR GV2 M20,75,Unité
7053,CONTACTEUR LCI D25 220V SCHNEIDER,375,Unité
7054,VARRIATEUR 10KW 380/380 FREQUENCE,6300,Unité
7055,BORNE SUR RAIL 10MM²,4.5,Unité
7056,BORNE SUR RAIL DE TERRE 10MM²,15,Unité
7057,BORNE SUR RAIL DE TERRE 25MM²,32,Unité
7058,DISJONCTEUR 2X16 PH/N,46,Unité
7059,TRANSFORMATEUR 220/24V 500VA,600,Unité
7060,EXTRACTEUR POUR ARMOIRE ,220,Unité
7061,FILTRE EXTRACTEUR,85,Unité
7062,REGLETTE NEON 15W 220V,70,Unité
7063,FLOTTEUR A POIRD,125,Unité
7064,PANNEAU CONSGNIE POUR L ARRET D URGENCE,0,
7065,RELAIS 11 BROCHE,58,Unité
7066,MANCHON A4 ROUGE,0.8,U
7067,MANCHON A4 VERT,0.8,U
7068,MANCHON A4 JAUNE,0.8,U
7069,MANCHON A4 BLEU,0.8,U
7070,CABLE HDM,9,M-Mètre
7071,EXTINCTEUR A POUDRE ABC DE 06KG,320,Pièce
7072,EXTINCTEUR A EAU PULVERISEE DE 06 LIT,270,Pièce
7073,MITIGEUR CUISINE BAUEDGE,916.667,U
7074,CHEMIN DE CABLE 155,0,
7075,CHEMIN DE CABLE 215,56,M-Mètre
7076,COUDE CHEMIN DE CABLE 215,0,
7077,CABLE RJ45 F/FTP CAT6,8.2,M-Mètre
7078,KIT VESSERIE POUR CHEMIN DE CABLE,0,
7079,CABLE TV,2.95,M-Mètre
7080,TIGE CHEMIN DE CABLE 8,0,
7081,COLLIER 40CM,0,
7082,SOCLE POUR ARMOIRE 800X500,450,Unité
7083,JEU DE 2 PANNEAU LATERAUX 1800X500,960,Unité
7084,ARMOIRE METALBOX INGELEC 2000X800X400,5660,Unité
7085,DISJONCTEUR DE BRANCHEMENT 30/60 500MA,1380,Unité
7086,DISJONCTEUR 4P 63A MODULAIRE,440,Unité
7087,DISJONCTEUR 4P 50A MODULAIRE,0,
7088,INTERRUPTEUR DIFF 4P 40A 300MA,295,Unité
7089,"FIL TH DIAM 2,5M² VERT/JAUNE",325,Rlx - Rouleau
7090,PIQUET DE TERRE 2M CUIVRE,120,U
7091,CABLE U1000 RO2V 2X1.5 MM²,6.2,M-Mètre
7092,VIS POILIER + ECROU GALVANISE DIM 6X25,0.6,U
7093,INTERRUPTEUR DIFF 4P 40A 30MA,340,Unité
7094,TELERRUPTEUR 16A ,85,Unité
7095,HORLOGE ASTRONOMIQUE,750,Unité
7096,CONTACTEUR 2P BATIMENT,220,Unité
7097,COFFRET METALBOX 500X400,465,Unité
7098,GOULOTTE 40X40 HAGGER,35,M-Mètre
